ASV,Total_reads,LME1636,LME1637,LME1656,LME1663,LME1668,LME1670,LME1679,LME1689,LME1692,LME1695,LME1698,LME1701,LME1702,LME1705,LME1708,LME1714,Tax_Rank,Phylum,Class,Order,Family,Subfamily,Genus,Species,Confidence,Supporting_Recs,Best_ID_percent,Number_of_BOLD_hits,Top_hit_families,Top_hit_genera,Top_hit_species,Ambiguous_family,Ambiguous_genus,Ambiguous_species,Assignment_status
ASV334,57,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,40,99.74,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV335,56,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,36,96.80,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus erinulus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV338,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,100.00,100,Euphorbiaceae,Mercurialis,Mercurialis ovata,NO,NO,NO,Assigned
ASV339,56,0,0,0,0,26,0,0,0,0,0,0,0,0,0,30,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,12,97.71,100,Rosaceae,Rubus,Rubus flagellaris;Rubus lasiandrus;Rubus pentagonus;Rubus pinnatisepalus;Rubus reflexus,NO,NO,YES,Assigned
ASV34,757,21,57,26,76,6,0,92,231,185,11,13,5,0,0,34,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.02,98,99.48,100,Rosaceae,Rubus,Rubus shihae,NO,NO,NO,Assigned
ASV342,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.59,96,99.54,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV343,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.73,93,99.20,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV347,53,29,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,100.0,6,97.89,100,Araliaceae,Hedera,Hedera helix,NO,NO,NO,Assigned
ASV348,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORDER,Tracheophyta,Magnoliopsida,Lamiales,,,,,87.33,65,99.34,100,Boraginaceae;Orobanchaceae,Omphalodes;Rhinanthus,Omphalodes verna;Rhinanthus freynii,YES,YES,YES,Assigned
ASV35,735,0,0,0,0,0,0,0,0,0,63,191,156,94,231,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.58,97,99.77,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV354,52,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,91.51,56,100.00,100,Myrsinaceae,Anagallis,Anagallis arvensis,NO,NO,NO,Assigned
ASV359,51,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,91,99.26,100,Malvaceae,Hibiscus,Hibiscus acetosella;Hibiscus cannabinus,NO,NO,YES,Assigned
ASV363,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.71,96,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV368,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,91.64,57,99.75,100,Primulaceae,Cyclamen,Cyclamen purpurascens,NO,NO,NO,Assigned
ASV369,49,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,54,97.06,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV373,48,0,0,0,36,0,0,0,0,0,0,12,0,0,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,100.00,100,Euphorbiaceae,Mercurialis,Mercurialis ovata;Mercurialis perennis,NO,NO,YES,Assigned
ASV381,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,SPECIES,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,,Genista,Genista tinctoria,100.0,12,100.00,100,Fabaceae,Genista,Genista tinctoria,NO,NO,NO,Assigned
ASV382,46,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,18,SUBFAMILY,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,,,100.0,6,96.09,100,Apiaceae,Sanicula,Sanicula epipactis,NO,NO,NO,Assigned
ASV383,45,11,0,0,0,12,0,0,0,0,0,9,0,13,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,10,96.26,100,Rosaceae,Rubus,Rubus adspersus;Rubus amisiensis;Rubus bovinus;Rubus chloocladus;Rubus cochinchinensis;Rubus deweveri;Rubus divaricatus;Rubus elegantispinosus;Rubus genevieri;Rubus longior;Rubus montanus;Rubus mucronipetalus;Rubus neanias;Rubus nelliae;Rubus nemoripatens;Rubus opacus;Rubus paludosus;Rubus passionis;Rubus poliothyrsus;Rubus pugiunculosus;Rubus rufescens;Rubus sciocharis;Rubus sp. Glandulosi MS-2014b;Rubus sp. MS-2014a;Rubus spina-curva;Rubus splendidus;Rubus stereacanthos;Rubus winteri,NO,NO,YES,Assigned
ASV39,635,86,0,50,0,0,0,0,0,0,207,0,214,78,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.6,96,100.00,100,Rosaceae,Rubus,Rubus bertramii,NO,NO,NO,Assigned
ASV394,44,0,0,0,0,32,0,0,0,0,0,0,0,0,12,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,92,100.00,100,Euphorbiaceae,Euphorbia,Euphorbia carniolica,NO,NO,NO,Assigned
ASV395,44,0,0,0,0,30,0,0,0,0,0,0,14,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Lamium,,84.44,13,99.10,100,Lamiaceae,Lamium,Lamium galeobdolon subsp. flavidum,NO,NO,NO,Assigned
ASV396,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,89,99.02,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV397,44,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.31,98,99.73,100,Rosaceae,Rubus,Rubus bertramii,NO,NO,NO,Assigned
ASV4,27409,710,277,4103,1345,2662,1216,1777,514,0,2577,1590,1829,2503,908,2901,2497,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.58,97,100.00,100,Rosaceae,Rubus,Rubus cordiformis;Rubus surrectus,NO,NO,YES,Assigned
ASV40,618,22,0,0,0,0,126,172,81,61,0,0,67,48,0,41,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,4,100.00,100,Rosaceae,Aremonia,Aremonia agrimonioides,NO,NO,NO,Assigned
ASV400,43,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,,Salix,,99.98,99,100.00,100,Salicaceae,Salix,Salix bebbiana;Salix caprea;Salix repens,NO,NO,YES,Assigned
ASV401,43,0,0,0,0,33,0,0,0,0,0,0,0,0,10,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,72,97.34,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV406,42,20,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,97.66,50,99.07,100,Rosaceae,Rubus,Rubus allegheniensis;Rubus canadensis;Rubus pensilvanicus,NO,NO,YES,Assigned
ASV41,616,34,34,83,0,46,148,41,49,0,37,0,0,0,39,105,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.48,35,99.54,100,Rosaceae,Rubus,Rubus flagellaris;Rubus lasiandrus;Rubus pentagonus;Rubus pinnatisepalus;Rubus reflexus,NO,NO,YES,Assigned
ASV410,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.62,85,98.41,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV412,42,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus amisiensis;Rubus aphidifer;Rubus arrheniiformis;Rubus bertramii;Rubus bovinus;Rubus braeuckeriformis;Rubus caesius;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus divaricatus;Rubus edeesii;Rubus eglandulosus;Rubus eifeliensis;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foliosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus griesiae;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus horrefactus;Rubus hypomalacus;Rubus incisior;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus leucandrus;Rubus lindebergii;Rubus lobatidens;Rubus magnisepalus;Rubus montanus;Rubus muenteri;Rubus mus;Rubus nemoralis;Rubus nemoripatens;Rubus nitidiformis;Rubus opacus;Rubus oreades;Rubus phoenicolasius;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus scidularum;Rubus sciocharis;Rubus senticosus;Rubus spiculus;Rubus tubanticus;Rubus ubericus;Rubus vulgaris,NO,NO,YES,Assigned
ASV416,41,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,20,96.53,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus erinulus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV419,41,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.59,96,99.54,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV426,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,99.99,46,100.00,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV428,40,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,SPECIES,Tracheophyta,Magnoliopsida,Crossosomatales,Staphyleaceae,,Staphylea,Staphylea pinnata,93.42,3,100.00,100,Staphyleaceae,Staphylea,Staphylea pinnata,NO,NO,NO,Assigned
ASV444,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,2,99.51,100,Rosaceae,Aremonia,Aremonia agrimonioides,NO,NO,NO,Assigned
ASV447,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,87.28,52,100.00,100,Myrsinaceae;Primulaceae,Anagallis;Lysimachia,Anagallis arvensis;Lysimachia terrestris,YES,YES,YES,Assigned
ASV450,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,90.23,55,99.75,100,Primulaceae,Cyclamen,Cyclamen purpurascens,NO,NO,NO,Assigned
ASV451,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,96.35,72,100.00,100,Rosaceae,Sorbus,Sorbus arranensis;Sorbus aucuparia;Sorbus cuneifolia,NO,NO,YES,Assigned
ASV463,34,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajugoideae,Teucrium,,86.07,17,100.00,100,Lamiaceae,Teucrium,Teucrium scordium;Teucrium scorodonia,NO,NO,YES,Assigned
ASV464,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Solidago,,96.85,95,99.55,100,Asteraceae,Solidago,Solidago virgaurea,NO,NO,NO,Assigned
ASV467,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,36,96.80,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus erinulus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV478,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,99.78,100,Euphorbiaceae,Mercurialis,Mercurialis perennis,NO,NO,NO,Assigned
ASV479,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,2,97.36,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV482,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,Fraxinus,,96.0,47,100.00,100,Oleaceae,Fraxinus,Fraxinus angustifolia;Fraxinus excelsior,NO,NO,YES,Assigned
ASV483,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,Fraxinus,Fraxinus ornus,100.0,3,99.65,100,Oleaceae,Fraxinus,Fraxinus ornus,NO,NO,NO,Assigned
ASV49,557,0,0,0,0,0,92,82,107,47,0,0,0,87,20,53,69,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,44,100.00,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV497,30,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,55,97.07,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV498,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.64,94,99.77,100,Rosaceae,Rubus,Rubus caesius,NO,NO,NO,Assigned
ASV5,23296,720,0,1713,0,1936,1000,760,138,0,1946,1825,3008,1568,4958,1217,2507,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.3,98,99.73,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV505,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,98.7,85,100.00,100,Rosaceae,Sorbus,Sorbus eminens;Sorbus eminentoides;Sorbus vexans,NO,NO,YES,Assigned
ASV508,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.6,97,99.73,100,Rosaceae,Rubus,,NO,NO,NO,Assigned
ASV510,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.23,95,99.72,100,Ranunculaceae,Helleborus,Helleborus orientalis,NO,NO,NO,Assigned
ASV511,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,SPECIES,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalidoideae,Veronica,Veronica montana,92.79,10,100.00,100,Plantaginaceae,Veronica,Veronica montana,NO,NO,NO,Assigned
ASV512,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,100.0,85,100.00,100,Brassicaceae,Cardamine,Cardamine microphylla,NO,NO,NO,Assigned
