ASV,Tax_Rank,Phylum,Class,Order,Family,Subfamily,Genus,Species,Confidence,Supporting_Recs,Best_ID_percent,Number_of_BOLD_hits,Top_hit_families,Top_hit_genera,Top_hit_species,Ambiguous_family,Ambiguous_genus,Ambiguous_species,Assignment_status
ASV412,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus amisiensis;Rubus aphidifer;Rubus arrheniiformis;Rubus bertramii;Rubus bovinus;Rubus braeuckeriformis;Rubus caesius;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus divaricatus;Rubus edeesii;Rubus eglandulosus;Rubus eifeliensis;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foliosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus griesiae;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus horrefactus;Rubus hypomalacus;Rubus incisior;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus leucandrus;Rubus lindebergii;Rubus lobatidens;Rubus magnisepalus;Rubus montanus;Rubus muenteri;Rubus mus;Rubus nemoralis;Rubus nemoripatens;Rubus nitidiformis;Rubus opacus;Rubus oreades;Rubus phoenicolasius;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus scidularum;Rubus sciocharis;Rubus senticosus;Rubus spiculus;Rubus tubanticus;Rubus ubericus;Rubus vulgaris,NO,NO,YES,Assigned
ASV532,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,99.60,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus eifeliensis;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagellaris;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus foliosus;Rubus frederici;Rubus fruticosus agg.;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus ignoratus;Rubus incarnatus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus sprengelii;Rubus teretiusculus;Rubus tubanticus;Rubus ulmifolius;Rubus urticifolius;Rubus vulgaris,NO,NO,YES,Assigned
ASV373,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,100.00,100,Euphorbiaceae,Mercurialis,Mercurialis ovata;Mercurialis perennis,NO,NO,YES,Assigned
ASV478,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,99.78,100,Euphorbiaceae,Mercurialis,Mercurialis perennis,NO,NO,NO,Assigned
ASV394,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,92,100.00,100,Euphorbiaceae,Euphorbia,Euphorbia carniolica,NO,NO,NO,Assigned
ASV359,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,91,99.26,100,Malvaceae,Hibiscus,Hibiscus acetosella;Hibiscus cannabinus,NO,NO,YES,Assigned
ASV396,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,89,99.02,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV512,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,100.0,85,100.00,100,Brassicaceae,Cardamine,Cardamine microphylla,NO,NO,NO,Assigned
ASV401,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,72,97.34,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV497,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,55,97.07,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV369,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,54,97.06,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV49,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,44,100.00,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV467,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,36,96.80,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus erinulus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV416,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,20,96.53,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus erinulus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV381,SPECIES,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,,Genista,Genista tinctoria,100.0,12,100.00,100,Fabaceae,Genista,Genista tinctoria,NO,NO,NO,Assigned
ASV383,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,10,96.26,100,Rosaceae,Rubus,Rubus adspersus;Rubus amisiensis;Rubus bovinus;Rubus chloocladus;Rubus cochinchinensis;Rubus deweveri;Rubus divaricatus;Rubus elegantispinosus;Rubus genevieri;Rubus longior;Rubus montanus;Rubus mucronipetalus;Rubus neanias;Rubus nelliae;Rubus nemoripatens;Rubus opacus;Rubus paludosus;Rubus passionis;Rubus poliothyrsus;Rubus pugiunculosus;Rubus rufescens;Rubus sciocharis;Rubus sp. Glandulosi MS-2014b;Rubus sp. MS-2014a;Rubus spina-curva;Rubus splendidus;Rubus stereacanthos;Rubus winteri,NO,NO,YES,Assigned
ASV531,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,10,96.28,100,Rosaceae,Rubus,Rubus adspersus;Rubus bovinus;Rubus chloocladus;Rubus cochinchinensis;Rubus deweveri;Rubus divaricatus;Rubus longior;Rubus montanus;Rubus nelliae;Rubus nemoripatens;Rubus poliothyrsus;Rubus spina-curva;Rubus winteri,NO,NO,YES,Assigned
ASV347,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,100.0,6,97.89,100,Araliaceae,Hedera,Hedera helix,NO,NO,NO,Assigned
ASV382,SUBFAMILY,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Saniculoideae,,,100.0,6,96.09,100,Apiaceae,Sanicula,Sanicula epipactis,NO,NO,NO,Assigned
ASV40,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,4,100.00,100,Rosaceae,Aremonia,Aremonia agrimonioides,NO,NO,NO,Assigned
ASV483,SPECIES,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,Fraxinus,Fraxinus ornus,100.0,3,99.65,100,Oleaceae,Fraxinus,Fraxinus ornus,NO,NO,NO,Assigned
ASV444,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,2,99.51,100,Rosaceae,Aremonia,Aremonia agrimonioides,NO,NO,NO,Assigned
ASV479,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,2,97.36,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV426,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,99.99,46,100.00,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV400,GENUS,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,,Salix,,99.98,99,100.00,100,Salicaceae,Salix,Salix bebbiana;Salix caprea;Salix repens,NO,NO,YES,Assigned
ASV530,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.91,89,98.39,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV343,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.73,93,99.20,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV363,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.71,96,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV514,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.71,96,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV498,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.64,94,99.77,100,Rosaceae,Rubus,Rubus caesius,NO,NO,NO,Assigned
ASV410,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.62,85,98.41,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV508,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.6,97,99.73,100,Rosaceae,Rubus,,NO,NO,NO,Assigned
ASV39,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.6,96,100.00,100,Rosaceae,Rubus,Rubus bertramii,NO,NO,NO,Assigned
ASV52,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.6,96,99.54,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV342,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.59,96,99.54,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV419,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.59,96,99.54,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV35,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.58,97,99.77,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV4,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.58,97,100.00,100,Rosaceae,Rubus,Rubus cordiformis;Rubus surrectus,NO,NO,YES,Assigned
ASV41,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.48,35,99.54,100,Rosaceae,Rubus,Rubus flagellaris;Rubus lasiandrus;Rubus pentagonus;Rubus pinnatisepalus;Rubus reflexus,NO,NO,YES,Assigned
ASV397,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.31,98,99.73,100,Rosaceae,Rubus,Rubus bertramii,NO,NO,NO,Assigned
ASV5,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.3,98,99.73,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV510,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.23,95,99.72,100,Ranunculaceae,Helleborus,Helleborus orientalis,NO,NO,NO,Assigned
ASV505,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,98.7,85,100.00,100,Rosaceae,Sorbus,Sorbus eminens;Sorbus eminentoides;Sorbus vexans,NO,NO,YES,Assigned
ASV406,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,97.66,50,99.07,100,Rosaceae,Rubus,Rubus allegheniensis;Rubus canadensis;Rubus pensilvanicus,NO,NO,YES,Assigned
ASV464,GENUS,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Solidago,,96.85,95,99.55,100,Asteraceae,Solidago,Solidago virgaurea,NO,NO,NO,Assigned
ASV451,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,96.35,72,100.00,100,Rosaceae,Sorbus,Sorbus arranensis;Sorbus aucuparia;Sorbus cuneifolia,NO,NO,YES,Assigned
ASV482,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,Fraxinus,,96.0,47,100.00,100,Oleaceae,Fraxinus,Fraxinus angustifolia;Fraxinus excelsior,NO,NO,YES,Assigned
ASV428,SPECIES,Tracheophyta,Magnoliopsida,Crossosomatales,Staphyleaceae,,Staphylea,Staphylea pinnata,93.42,3,100.00,100,Staphyleaceae,Staphylea,Staphylea pinnata,NO,NO,NO,Assigned
ASV513,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,92.89,17,99.56,100,Araliaceae;Ranunculaceae,Clematis;Hedera,Clematis flammula;Hedera helix;Hedera helix subsp. helix,YES,YES,YES,Assigned
ASV511,SPECIES,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalidoideae,Veronica,Veronica montana,92.79,10,100.00,100,Plantaginaceae,Veronica,Veronica montana,NO,NO,NO,Assigned
ASV368,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,91.64,57,99.75,100,Primulaceae,Cyclamen,Cyclamen purpurascens,NO,NO,NO,Assigned
ASV354,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,91.51,56,100.00,100,Myrsinaceae,Anagallis,Anagallis arvensis,NO,NO,NO,Assigned
ASV527,SUBFAMILY,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,,91.28,49,99.74,100,Ranunculaceae,Anemone,Anemone nemorosa,NO,NO,NO,Assigned
ASV450,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,90.23,55,99.75,100,Primulaceae,Cyclamen,Cyclamen purpurascens,NO,NO,NO,Assigned
ASV348,ORDER,Tracheophyta,Magnoliopsida,Lamiales,,,,,87.33,65,99.34,100,Boraginaceae;Orobanchaceae,Omphalodes;Rhinanthus,Omphalodes verna;Rhinanthus freynii,YES,YES,YES,Assigned
ASV447,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,87.28,52,100.00,100,Myrsinaceae;Primulaceae,Anagallis;Lysimachia,Anagallis arvensis;Lysimachia terrestris,YES,YES,YES,Assigned
ASV463,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ajugoideae,Teucrium,,86.07,17,100.00,100,Lamiaceae,Teucrium,Teucrium scordium;Teucrium scorodonia,NO,NO,YES,Assigned
ASV395,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Lamium,,84.44,13,99.10,100,Lamiaceae,Lamium,Lamium galeobdolon subsp. flavidum,NO,NO,NO,Assigned
ASV350,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV351,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV352,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV353,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV357,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV358,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV364,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV366,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV367,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV372,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV376,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV377,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV378,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV38,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV384,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV391,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV392,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV393,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV404,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV408,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV415,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV42,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV423,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV43,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
