ASV_ID,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Strand,Deepest_rank,Deepest_taxon,Accepted_taxonomy
ASV103,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.82,Pleosporales,0.82,Pleosporales_incertae_sedis,0.82,Coniothyrium,0.82,Coniothyrium_fuckelii,0.82,+,Species,Coniothyrium_fuckelii,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporales_incertae_sedis,g:Coniothyrium,s:Coniothyrium_fuckelii"
ASV102,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV10,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.97,Sordariales,0.97,Lasiosphaeriaceae,0.84,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV105,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Cystofilobasidiales,1.00,,,Cystofilobasidium,1.00,Cystofilobasidium_capitatum,1.00,-,Species,Cystofilobasidium_capitatum,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,g:Cystofilobasidium,s:Cystofilobasidium_capitatum"
ASV1,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.87,Thelebolales,0.87,Thelebolaceae,0.87,,,,,+,Family,Thelebolaceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae"
ASV101,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Eurotiales,1.00,Trichocomaceae,1.00,Penicillium,1.00,Penicillium_chrysogenum,0.96,+,Species,Penicillium_chrysogenum,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium_chrysogenum"
ASV109,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV108,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.86,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV11,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.97,Sordariales,0.96,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV110,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Xylariales,1.00,Diatrypaceae,1.00,,,,,+,Family,Diatrypaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae"
ASV107,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.99,Microascales,0.99,Microascaceae,0.99,,,,,+,Family,Microascaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae"
ASV100,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,1.00,Cystobasidiales,1.00,Cystobasidiaceae,1.00,Cystobasidium,1.00,,,-,Genus,Cystobasidium,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium"
ASV112,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Microascales,1.00,Microascaceae,1.00,,,,,+,Family,Microascaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae"
ASV114,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,1.00,Ascomycota_order_incertae_sedis,1.00,Cephalothecaceae,1.00,,,,,+,Family,Cephalothecaceae,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Cephalothecaceae"
ASV115,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV116,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Phallales,1.00,Phallaceae,1.00,Phallus,1.00,Phallus_impudicus,1.00,+,Species,Phallus_impudicus,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Phallales,f:Phallaceae,g:Phallus,s:Phallus_impudicus"
ASV111,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV118,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Pleosporales,1.00,,,Phoma,0.94,Phoma_macrostoma,0.94,+,Species,Phoma_macrostoma,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Phoma,s:Phoma_macrostoma"
ASV120,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV121,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Capnodiales,1.00,Davidiellaceae,1.00,Cladosporium,1.00,Cladosporium_variabile,0.82,+,Species,Cladosporium_variabile,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium,s:Cladosporium_variabile"
ASV122,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Eurotiales,1.00,Trichocomaceae,1.00,Penicillium,0.95,Penicillium_concentricum,0.80,+,Species,Penicillium_concentricum,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium_concentricum"
ASV123,Fungi,1.00,Ascomycota,0.98,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV126,Fungi,1.00,Ascomycota,0.95,Saccharomycetes,0.91,Saccharomycetales,0.91,Saccharomycetaceae,0.90,Pichia,0.90,Pichia_fermentans,0.90,+,Species,Pichia_fermentans,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycetaceae,g:Pichia,s:Pichia_fermentans"
ASV119,Fungi,1.00,Mucoromycota,1.00,Mucoromycetes,1.00,Mucorales,1.00,Pilobolaceae,1.00,Pilobolus,1.00,Pilobolus_crystallinus,1.00,+,Species,Pilobolus_crystallinus,"k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Pilobolaceae,g:Pilobolus,s:Pilobolus_crystallinus"
ASV127,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV12,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,0.83,Coprinopsis,0.80,,,+,Genus,Coprinopsis,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis"
ASV125,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV128,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,1.00,Ascomycota_order_incertae_sedis,1.00,Pseudeurotiaceae,1.00,Pseudogymnoascus,1.00,,,+,Genus,Pseudogymnoascus,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Pseudeurotiaceae,g:Pseudogymnoascus"
ASV130,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV129,Fungi,1.00,Ascomycota,0.87,Saccharomycetes,0.85,Saccharomycetales,0.85,Dipodascaceae,0.84,,,,,+,Family,Dipodascaceae,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae"
ASV13,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV132,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Filobasidiales,0.96,Filobasidiaceae,0.96,Naganishia,0.96,Naganishia_albida,0.96,+,Species,Naganishia_albida,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia,s:Naganishia_albida"
ASV134,Fungi,1.00,Ascomycota,0.95,Saccharomycetes,0.94,Saccharomycetales,0.94,Dipodascaceae,0.94,Geotrichum,0.85,Geotrichum_candidum,0.85,+,Species,Geotrichum_candidum,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum_candidum"
ASV135,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Diaporthales,1.00,Valsaceae,1.00,Cytospora,0.81,,,+,Genus,Cytospora,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Valsaceae,g:Cytospora"
ASV136,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV137,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV138,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.97,Sordariales,0.96,Lasiosphaeriaceae,0.84,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV139,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Boletales,1.00,Melanogastraceae,1.00,Melanogaster,1.00,,,+,Genus,Melanogaster,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster"
ASV131,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV133,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV14,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Sordariales,1.00,Lasiosphaeriaceae,0.99,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV141,Fungi,1.00,Ascomycota,0.99,Sordariomycetes,0.95,Hypocreales,0.94,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV142,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV143,Fungi,1.00,Ascomycota,0.93,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV144,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.98,Capnodiales,0.98,Davidiellaceae,0.98,Cladosporium,0.98,,,+,Genus,Cladosporium,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium"
ASV145,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV148,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.97,Thelebolales,0.97,Thelebolaceae,0.97,,,,,+,Family,Thelebolaceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae"
ASV149,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV150,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV151,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.99,Sordariales,0.98,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV152,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Fusarium,0.99,,,+,Genus,Fusarium,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium"
ASV154,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV146,Fungi,1.00,Basidiomycota,1.00,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV147,Fungi,1.00,Basidiomycota,0.99,Agaricomycetes,0.99,Geastrales,0.81,,,,,,,+,Order,Geastrales,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales"
ASV156,Fungi,1.00,Basidiomycota,1.00,Microbotryomycetes,1.00,Leucosporidiales,1.00,,,,,,,+,Order,Leucosporidiales,"k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales"
ASV157,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Sordariales,0.99,Lasiosphaeriaceae,0.91,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV159,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV16,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Microascales,1.00,Microascaceae,0.83,Doratomyces,0.81,,,+,Genus,Doratomyces,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Doratomyces"
ASV162,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Lulworthiales,1.00,,,,,,,+,Order,Lulworthiales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Lulworthiales"
ASV164,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV169,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Bionectriaceae,0.99,Bionectria,0.99,Bionectria_sp.,0.99,+,Species,Bionectria_sp.,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Bionectria,s:Bionectria_sp."
ASV17,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.98,Sordariales,0.98,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV170,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,0.97,Nectriaceae,0.96,Nectria,0.96,,,+,Genus,Nectria,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Nectria"
ASV172,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Fusarium,1.00,Fusarium_oxysporum,0.88,+,Species,Fusarium_oxysporum,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium_oxysporum"
ASV173,Fungi,1.00,Ascomycota,0.98,Saccharomycetes,0.95,Saccharomycetales,0.95,Saccharomycetaceae,0.95,Pichia,0.92,Pichia_fermentans,0.91,+,Species,Pichia_fermentans,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycetaceae,g:Pichia,s:Pichia_fermentans"
ASV174,Fungi,1.00,Ascomycota,0.99,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV166,Fungi,1.00,Ascomycota,0.97,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV177,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV168,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV178,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.84,Pleosporales,0.84,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV179,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV180,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV183,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV18,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Trichosporonales,1.00,Trichosporonaceae,1.00,,,,,+,Family,Trichosporonaceae,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae"
ASV185,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.95,Pleosporales,0.95,Phaeosphaeriaceae,0.95,Sclerostagonospora,0.95,Sclerostagonospora_sp.,0.95,+,Species,Sclerostagonospora_sp.,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Sclerostagonospora,s:Sclerostagonospora_sp."
ASV187,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Strophariaceae,1.00,Hypholoma,1.00,Hypholoma_sublateritium,1.00,+,Species,Hypholoma_sublateritium,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Hypholoma,s:Hypholoma_sublateritium"
ASV188,Fungi,1.00,Ascomycota,0.99,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV189,Fungi,1.00,Ascomycota,0.92,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV19,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Sordariales,0.99,Sordariaceae,0.86,Sordaria,0.86,Sordaria_araneosa,0.86,+,Species,Sordaria_araneosa,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae,g:Sordaria,s:Sordaria_araneosa"
ASV191,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,0.99,Chaetothyriales,0.99,Chaetothyriaceae,0.99,Cyphellophora,0.99,Cyphellophora_sessilis,0.99,+,Species,Cyphellophora_sessilis,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Chaetothyriaceae,g:Cyphellophora,s:Cyphellophora_sessilis"
ASV192,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Boletales,1.00,Melanogastraceae,1.00,Melanogaster,1.00,,,+,Genus,Melanogaster,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster"
ASV184,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Diaporthales,1.00,Valsaceae,1.00,Cytospora,0.97,Cytospora_predappioensis,0.94,+,Species,Cytospora_predappioensis,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Valsaceae,g:Cytospora,s:Cytospora_predappioensis"
ASV186,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.99,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV193,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Strophariaceae,1.00,Hypholoma,1.00,Hypholoma_capnoides,1.00,+,Species,Hypholoma_capnoides,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Hypholoma,s:Hypholoma_capnoides"
ASV194,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,,,,,+,Family,Nectriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae"
ASV197,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Fusarium,1.00,,,+,Genus,Fusarium,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium"
ASV198,Fungi,1.00,Basidiomycota,0.98,Tremellomycetes,0.96,Tremellales,0.94,,,,,,,+,Order,Tremellales,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales"
ASV199,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Xylariales,0.97,Xylariaceae,0.97,Nemania,0.97,Nemania_maritima,0.97,+,Species,Nemania_maritima,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Nemania,s:Nemania_maritima"
ASV2,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.93,Thelebolales,0.93,Thelebolaceae,0.93,,,,,+,Family,Thelebolaceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae"
ASV202,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Eurotiales,1.00,Trichocomaceae,1.00,Penicillium,1.00,,,+,Genus,Penicillium,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium"
ASV204,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Xylariales,1.00,Xylariaceae,1.00,Xylaria,1.00,Xylaria_longipes,0.98,+,Species,Xylaria_longipes,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Xylaria,s:Xylaria_longipes"
ASV206,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV208,Fungi,1.00,Basidiomycota,0.99,Tremellomycetes,0.99,Tremellales,0.92,Tremellaceae,0.83,,,,,+,Family,Tremellaceae,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae"
ASV21,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.95,Thelebolales,0.95,Thelebolaceae,0.95,,,,,+,Family,Thelebolaceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae"
ASV210,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV212,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Trichosporonales,1.00,Trichosporonaceae,1.00,,,,,+,Family,Trichosporonaceae,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae"
ASV200,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,0.99,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV213,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.99,Pleosporales,0.99,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV214,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV215,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Pleosporales,0.87,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV216,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,1.00,Coprinopsis,1.00,Coprinopsis_semitalis,1.00,+,Species,Coprinopsis_semitalis,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis_semitalis"
ASV201,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV217,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV218,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.91,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV22,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,Ascobolaceae,1.00,Ascobolus,1.00,Ascobolus_sp._CA01,0.99,+,Species,Ascobolus_sp._CA01,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus_sp._CA01"
ASV221,Fungi,1.00,Basidiomycota,0.98,Tremellomycetes,0.80,,,,,,,,,+,Class,Tremellomycetes,"k:Fungi,p:Basidiomycota,c:Tremellomycetes"
ASV223,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,Pyronemataceae,1.00,Cheilymenia,1.00,Cheilymenia_stercorea,1.00,+,Species,Cheilymenia_stercorea,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Cheilymenia,s:Cheilymenia_stercorea"
ASV228,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.95,Pleosporales,0.95,Leptosphaeriaceae,0.95,,,,,+,Family,Leptosphaeriaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae"
ASV231,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.88,,,,,,,,,+,Class,Leotiomycetes,"k:Fungi,p:Ascomycota,c:Leotiomycetes"
ASV232,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Chaetothyriales,1.00,,,,,,,+,Order,Chaetothyriales,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"
ASV233,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,1.00,Helotiales,1.00,,,Pilidium,1.00,Pilidium_concavum,1.00,+,Species,Pilidium_concavum,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium,s:Pilidium_concavum"
ASV234,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.95,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV219,Fungi,1.00,Ascomycota,0.96,Sordariomycetes,0.93,Hypocreales,0.93,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV235,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Pleosporales,1.00,Phaeosphaeriaceae,1.00,,,,,+,Family,Phaeosphaeriaceae,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae"
ASV236,Fungi,1.00,Ascomycota,0.96,Saccharomycetes,0.94,Saccharomycetales,0.94,Dipodascaceae,0.93,Galactomyces,0.92,,,+,Genus,Galactomyces,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Galactomyces"
ASV238,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Microascales,0.97,Microascaceae,0.97,,,,,+,Family,Microascaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae"
ASV23,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Pleosporales,1.00,,,Peyronellaea,0.95,,,+,Genus,Peyronellaea,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Peyronellaea"
ASV239,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,,,,,,,,,+,Class,Tremellomycetes,"k:Fungi,p:Basidiomycota,c:Tremellomycetes"
ASV24,Fungi,1.00,Ascomycota,0.99,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV241,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
